"series_id","model_id","series_name","generation_id"
"1942","1449","Speedster",NULL
"1950","1454","2500 GT",NULL
"1951","1455","Huayra",NULL
"1957","1458","Roadster",NULL
"1958","1459","Alza",NULL
"1959","1460","Kancil",NULL
"1960","1461","Kelisa",NULL
"1961","1462","Kembara",NULL
"1962","1463","Kenari",NULL
"1963","1464","MyVi",NULL
"1964","1465","Nautica",NULL
"1992","1478","301",NULL
"2011","1485","4007",NULL
"2012","1486","4008",NULL
"2021","1490","408",NULL
"2022","1491","5008",NULL
"2032","1495","604",NULL
"2033","1496","605",NULL
"2034","1497","607",NULL
"2035","1498","806",NULL
"2036","1499","807",NULL
"2040","1503","Porter",NULL
"2041","1504","Acclaim",NULL
"2042","1505","Breeze",NULL
"2045","1507","Laser",NULL
"2056","1514","Aztec",NULL
"2058","1516","Fiero",NULL
"2068","1521","G8",NULL
"2072","1524","GTO",NULL
"2076","1527","Parisienne",NULL
"2085","1532","Tempest",NULL
"2086","1533","Torrent",NULL
"2092","1537","914",NULL
"2093","1538","918",NULL
"2094","1539","924",NULL
"2095","1540","928",NULL
"2098","1542","959",NULL
"2102","1545","Carrera GT",NULL
"2105","1548","Macan",NULL
"2107","1550","118NE",NULL
"2109","1552","Exora",NULL
"2110","1553","Gen-2",NULL
"2111","1554","Inspira",NULL
"2112","1555","Juara",NULL
"2113","1556","Perdana",NULL
"2114","1557","Persona",NULL
"2115","1558","Preve",NULL
"2126","1565","GTB",NULL
"2127","1566","GTE",NULL
"2130","1568","Mangusta",NULL
"2136","1572","14",NULL
"2137","1573","15",NULL
"2138","1574","16",NULL
"2139","1575","17",NULL
"2143","1578","20",NULL
"2147","1580","25",NULL
"2148","1581","30",NULL
"2154","1584","6",NULL
"2155","1585","9",NULL
"2156","1586","Avantime",NULL
"2164","1593","Fuego",NULL
"2181","1605","Sport Spider",NULL
"2184","1608","Twizy",NULL
"2185","1609","Vel Satis",NULL
"2186","1610","Wind",NULL
"2187","1611","ZOE",NULL
"2190","1614","SM7",NULL
"2191","1615","Corniche",NULL
"2192","1616","Ghost",NULL
"2193","1617","Park Ward",NULL
"2200","1622","Lightning",NULL
"2212","1628","600",NULL
"2223","1633","P6",NULL
"2224","1634","SD1",NULL
"2225","1635","9-2X",NULL
"2229","1637","9-4X",NULL
"2232","1639","9-7X",NULL
"2233","1640","90",NULL
"2239","1643","95",NULL
"2240","1644","96",NULL
"2243","1646","S7",NULL
"2249","1649","Aura",NULL
"2254","1653","Outlook",NULL
"2255","1654","Relay",NULL
"2257","1656","Sky",NULL
"2261","1660","FR-S",NULL
"2262","1661","iQ",NULL
"2264","1663","xA",NULL
"2266","1665","xD",NULL
"2267","1666","133",NULL
"2271","1669","Arosa",NULL
"2283","1675","Malaga",NULL
"2284","1676","Marbella",NULL
"2285","1677","Ronda",NULL
"2287","1679","Noble",NULL
"2288","1680","Sceo",NULL
"2303","1688","Roomster",NULL
"2310","1693","Roadster",NULL
"2311","1694","Lioncel",NULL
"2312","1695","R42",NULL
"2321","1702","Kallista",NULL
"2322","1703","Korando Family",NULL
"2330","1709","Stavic",NULL
"2331","1710","Alcyone",NULL
"2332","1711","Baja",NULL
"2333","1712","BRZ",NULL
"2334","1713","Dex",NULL
"2336","1715","Exiga",NULL
"2345","1721","Libero",NULL
"2346","1722","Lucra",NULL
"2350","1725","R1",NULL
"2351","1726","R2",NULL
"2352","1727","Sambar",NULL
"2353","1728","Stella",NULL
"2354","1729","SVX",NULL
"2355","1730","Traviq",NULL
"2356","1731","Trezia",NULL
"2379","1748","Kei",NULL
"2380","1749","Kizashi",NULL
"2385","1753","Palette",NULL
"2388","1756","Spacia",NULL
"2389","1757","Splash",NULL
"2393","1760","Verona",NULL
"2396","1763","X-90",NULL
"2397","1764","XL7",NULL
"2398","1765","1510",NULL
"2401","1767","Horizon",NULL
"2404","1769","Solara",NULL
"2405","1770","Tagora",NULL
"2406","1771","Aria",NULL
"2410","1775","Nano",NULL
"2412","1777","Sierra",NULL
"2413","1778","Sumo",NULL
"2419","1781","Zero",NULL
"2420","1782","Model S",NULL
"2423","1785","Admiral",NULL
"2424","1786","Dogan",NULL
"2426","1788","Murat 131",NULL
"2427","1789","Sahin",NULL
"2436","1797","Aurion",NULL
"2442","1801","Avensis Verso",NULL
"2446","1804","Belta",NULL
"2447","1805","Blade",NULL
"2450","1807","Brevis",NULL
"2463","1819","Corolla Rumion",NULL
"2472","1827","Curren",NULL
"2475","1829","Duet",NULL
"2479","1832","FJ Cruiser",NULL
"2480","1833","Fortuner",NULL
"2481","1834","FunCargo",NULL
"2482","1835","Gaia",NULL
"2483","1836","Granvia",NULL
"2484","1837","GT 86",NULL
"2486","1839","HiAce",NULL
"2490","1843","Innova",NULL
"2492","1845","iQ",NULL
"2510","1855","TR8",NULL
"2515","1858","390",NULL
"2516","1859","400",NULL
"2519","1861","450",NULL
"2520","1862","Cerbera",NULL
"2521","1863","Chimaera",NULL
"2522","1864","Griffith",NULL
"2523","1865","S-Series",NULL
"2524","1866","Sagaris",NULL
"2525","1867","Tamora",NULL
"2560","1887","Ventora",NULL
"2561","1888","Viceroy",NULL
"2570","1894","W8 Twin Turbo",NULL
"2573","1896","260 LM",NULL
"2575","1898","400 GT",NULL
"2585","1906","Fox",NULL
"2591","1910","Golf Sportsvan",NULL
"2596","1914","Lupo",NULL
"2598","1916","Passat (North America)",NULL
"2608","1922","Routan",NULL
"2622","1932","Vento",NULL
"2637","1940","460",NULL
"2657","1954","S70",NULL
"2659","1956","S90",NULL
"2661","1958","V50",NULL
"2676","1970","SEi & Sport",NULL
"2678","1972","GT",NULL
"2680","1974","Pickup X3",NULL
"2682","1976","SUV X3",NULL
"2684","1978","Florida",NULL
"2694","1986","2160",NULL
"2696","1988","3101",NULL
"2701","1992","2101",NULL
"2705","1996","2105",NULL
"2707","1998","2107",NULL
"2712","2002","2110",NULL
"2736","2020","13 «Чайка»",NULL
"2738","2022","21 «Волга»",NULL
"2740","2024","2308 «Атаман»",NULL
"2839","4","AC Cobra Mk VI","238"
"2840","7","Acura EL II","4"
"2841","9","Acura Integra III Седан","6"
"2842","9","Acura Integra III Купе","6"
"2843","10","Acura Legend II Седан","9"
"2844","10","Acura Legend II Купе","9"
"2845","11","Acura MDX III","11"
"2846","13","Acura RDX II","14"
"2847","14","Acura RL II","16"
"2848","18","Acura TL IV","18"
"2849","19","Acura TSX II Универсал 5 дв.","22"
"2850","19","Acura TSX II Седан","22"
"2851","23","Alfa Romeo 147 Хэтчбек 5 дв.","5496"
"2852","23","Alfa Romeo 147 Хэтчбек 3 дв.","5496"
"2853","25","Alfa Romeo 156 Универсал 5 дв.","5497"
"2854","25","Alfa Romeo 156 Седан","5497"
"2855","26","Alfa Romeo 159 Универсал 5 дв.","5498"
"2856","26","Alfa Romeo 159 Седан","5498"
"2857","28","Alfa Romeo 166 I Рестайлинг","27"
"2858","29","Alfa Romeo 33 II Хэтчбек 5 дв.","29"
"2859","29","Alfa Romeo 33 II Универсал 5 дв.","29"
"2860","33","Alfa Romeo 8C Competizione Родстер","5499"
"2861","33","Alfa Romeo 8C Competizione Купе","5499"
"2862","35","Alfa Romeo Alfasud Универсал 3 дв.","5500"
"2863","35","Alfa Romeo Alfasud Хэтчбек 3 дв.","5500"
"2864","35","Alfa Romeo Alfasud Хэтчбек 5 дв.","5500"
"2865","36","Alfa Romeo Alfetta Купе","5501"
"2866","36","Alfa Romeo Alfetta Седан","5501"
"2867","40","Alfa Romeo Giulietta II","34"
"2868","47","Alfa Romeo Spider III","36"
"2869","56","Aro 10 Внедорожник 3 дв.","5502"
"2870","56","Aro 10 Внедорожник открытый","5502"
"2871","59","Asia Rocsta Внедорожник 3 дв.","5503"
"2872","59","Asia Rocsta Внедорожник открытый","5503"
"2873","62","Aston Martin DB7 Кабриолет","5504"
"2874","62","Aston Martin DB7 Купе","5504"
"2875","63","Aston Martin DB9 I Рестайлинг Купе","42"
"2876","63","Aston Martin DB9 I Рестайлинг Кабриолет","42"
"2877","64","Aston Martin DBS Купе","5505"
"2878","64","Aston Martin DBS Кабриолет","5505"
"2879","65","Aston Martin Lagonda Универсал 5 дв.","5506"
"2880","65","Aston Martin Lagonda Седан","5506"
"2881","67","Aston Martin Rapide I S","46"
"2882","69","Aston Martin V12 Vanquish II Родстер","48"
"2883","69","Aston Martin V12 Vanquish II Купе","48"
"2884","70","Aston Martin V12 Vantage Родстер","5507"
"2885","70","Aston Martin V12 Vantage Купе","5507"
"2886","72","Aston Martin V8 Vantage III Рестайлинг Купе","241"
"2887","72","Aston Martin V8 Vantage III Рестайлинг Родстер","241"
"2888","73","Aston Martin V8 Zagato Купе","5508"
"2889","73","Aston Martin V8 Zagato Кабриолет","5508"
"2890","74","Aston Martin Virage II Купе","52"
"2891","74","Aston Martin Virage II Кабриолет","52"
"2892","75","Audi 100 IV (C4) Седан","2469"
"2893","75","Audi 100 IV (C4) Универсал 5 дв.","2469"
"2894","76","Audi 200 II (C3) Седан","245"
"2895","76","Audi 200 II (C3) Универсал 5 дв.","245"
"2896","78","Audi 80 V (B4) Универсал 5 дв.","54"
"2897","78","Audi 80 V (B4) Седан","54"
"2898","79","Audi 90 II (B3)","247"
"2899","80","Audi A1 Хэтчбек 5 дв.","5509"
"2900","80","Audi A1 Хэтчбек 3 дв.","5509"
"2901","82","Audi A3 III (8V) Седан","59"
"2902","82","Audi A3 III (8V) Кабриолет","59"
"2903","82","Audi A3 III (8V) Хэтчбек 5 дв.","59"
"2904","82","Audi A3 III (8V) Хэтчбек 3 дв.","59"
"2905","83","Audi A4 allroad IV (B8) Рестайлинг","249"
"2906","84","Audi A4 IV (B8) Рестайлинг Седан","62"
"2907","84","Audi A4 IV (B8) Рестайлинг Универсал 5 дв.","62"
"2908","85","Audi A5 I Рестайлинг Купе","67"
"2909","85","Audi A5 I Рестайлинг Лифтбек","67"
"2910","85","Audi A5 I Рестайлинг Кабриолет","67"
"2911","86","Audi A6 allroad III (C7)","69"
"2912","87","Audi A6 IV (C7) Седан","251"
"2913","87","Audi A6 IV (C7) Универсал 5 дв.","251"
"2914","89","Audi A8 III (D4) Рестайлинг","72"
"2915","91","Audi Coupe II (B3)","256"
"2916","94","Audi Q5 I Рестайлинг","258"
"2917","97","Audi R8 I Рестайлинг Купе","76"
"2918","97","Audi R8 I Рестайлинг Родстер","76"
"2919","101","Audi RS4 III (B8)","78"
"2920","102","Audi RS5 Купе","5510"
"2921","102","Audi RS5 Кабриолет","5510"
"2922","103","Audi RS6 III (C7)","81"
"2923","105","Audi S1 Хэтчбек 5 дв.","5511"
"2924","105","Audi S1 Хэтчбек 3 дв.","5511"
"2925","106","Audi S2 Универсал 5 дв.","5512"
"2926","106","Audi S2 Купе","5512"
"2927","107","Audi S3 III (8V) Кабриолет","86"
"2928","107","Audi S3 III (8V) Седан","86"
"2929","107","Audi S3 III (8V) Хэтчбек 5 дв.","86"
"2930","107","Audi S3 III (8V) Хэтчбек 3 дв.","86"
"2931","108","Audi S4 IV (B8) Рестайлинг Седан","261"
"2932","108","Audi S4 IV (B8) Рестайлинг Универсал 5 дв.","261"
"2933","109","Audi S5 I Рестайлинг Купе","89"
"2934","109","Audi S5 I Рестайлинг Лифтбек","89"
"2935","109","Audi S5 I Рестайлинг Кабриолет","89"
"2936","110","Audi S6 IV (C7) Седан","91"
"2937","110","Audi S6 IV (C7) Универсал 5 дв.","91"
"2938","112","Audi S8 III (D4) Рестайлинг","95"
"2939","114","Audi TT II (8J) Купе","99"
"2940","114","Audi TT II (8J) Родстер","99"
"2941","119","Austin Maxi II","101"
"2942","120","Austin Metro Хэтчбек 5 дв.","5513"
"2943","120","Austin Metro Хэтчбек 3 дв.","5513"
"2944","122","Austin Montego Универсал 5 дв.","5514"
"2945","122","Austin Montego Седан","5514"
"2946","123","Austin Princess I","104"
"2947","128","Bentley Arnage II","106"
"2948","129","Bentley Azure II","267"
"2949","130","Bentley Brooklands II","108"
"2950","131","Bentley Continental Купе","5515"
"2951","131","Bentley Continental Кабриолет","5515"
"2952","133","Bentley Continental GT II Купе","111"
"2953","133","Bentley Continental GT II Кабриолет","111"
"2954","136","Bentley Mulsanne II","269"
"2955","138","Bertone Freeclimber II","113"
"2956","141","BMW 1er II (F20-F21) Хэтчбек 5 дв.","115"
"2957","141","BMW 1er II (F20-F21) Хэтчбек 3 дв.","115"
"2958","144","BMW 3er VI (F3x) Хэтчбек 5 дв.","117"
"2959","144","BMW 3er VI (F3x) Седан","117"
"2960","144","BMW 3er VI (F3x) Универсал 5 дв.","117"
"2961","145","BMW 4er Лифтбек","5516"
"2962","145","BMW 4er Купе","5516"
"2963","145","BMW 4er Кабриолет","5516"
"2964","146","BMW 5er VI (F1x) Рестайлинг Седан","124"
"2965","146","BMW 5er VI (F1x) Рестайлинг Хэтчбек 5 дв.","124"
"2966","146","BMW 5er VI (F1x) Рестайлинг Универсал 5 дв.","124"
"2967","147","BMW 6er III (F06/F13/F12) Седан","131"
"2968","147","BMW 6er III (F06/F13/F12) Купе","131"
"2969","147","BMW 6er III (F06/F13/F12) Кабриолет","131"
"2970","148","BMW 7er V (F01/F02/F04) Рестайлинг","271"
"2971","149","BMW 8er E31","134"
"2972","152","BMW X1 I (E84) Рестайлинг","135"
"2973","153","BMW X3 II (F25) Рестайлинг","137"
"2974","155","BMW X5 III (F15)","140"
"2975","156","BMW X6 I (E71) Рестайлинг","145"
"2976","158","BMW Z3 Купе","5517"
"2977","158","BMW Z3 Родстер","5517"
"2978","159","BMW Z4 II (E89)","148"
"2979","161","BMW Alpina 3er VI (F30) Седан","150"
"2980","161","BMW Alpina 3er VI (F30) Универсал 5 дв.","150"
"2981","163","BMW Alpina 5er VI (F10/11) Седан","156"
"2982","163","BMW Alpina 5er VI (F10/11) Универсал 5 дв.","156"
"2983","164","BMW Alpina 6er III (F12/F13) Купе","162"
"2984","164","BMW Alpina 6er III (F12/F13) Кабриолет","162"
"2985","165","BMW Alpina 7er V (F01)","165"
"2986","166","BMW Alpina 8er E31","170"
"2987","167","BMW Alpina Roadster III (Z4)","171"
"2988","173","Brilliance M1 (BS6) I Рестайлинг","174"
"2989","174","Brilliance M2 (BS4) I Рестайлинг","176"
"2990","177","Bristol Blenheim Series 3","178"
"2991","184","Bugatti EB 16.4 Veyron Тарга","5518"
"2992","184","Bugatti EB 16.4 Veyron Купе","5518"
"2993","185","Buick Century VI","182"
"2994","186","Buick Electra VI","184"
"2995","188","Buick Excelle II Седан","186"
"2996","188","Buick Excelle II Хэтчбек 5 дв.","186"
"2997","189","Buick GL8 II","188"
"2998","190","Buick LaCrosse II","190"
"2999","191","Buick LeSabre VIII","193"
"3000","193","Buick Park Avenue III","197"
