"series_id","model_id","series_name","generation_id"
"6152","637","Ford Focus II (North America) Купе","635"
"6153","637","Ford Focus I Рестайлинг (North America) Седан","636"
"6154","637","Ford Focus I Рестайлинг (North America) Хэтчбек 5 дв.","636"
"6155","637","Ford Focus I Рестайлинг (North America) Хэтчбек 3 дв.","636"
"6156","637","Ford Focus I Рестайлинг (North America) Универсал 5 дв.","636"
"6157","637","Ford Focus II Кабриолет","637"
"6158","637","Ford Focus II Седан","637"
"6159","637","Ford Focus II Хэтчбек 5 дв.","637"
"6160","637","Ford Focus II Хэтчбек 3 дв.","637"
"6161","637","Ford Focus II Универсал 5 дв.","637"
"6162","637","Ford Focus I Рестайлинг Седан","638"
"6163","637","Ford Focus I Рестайлинг Хэтчбек 5 дв.","638"
"6164","637","Ford Focus I Рестайлинг Хэтчбек 3 дв.","638"
"6165","637","Ford Focus I Рестайлинг Универсал 5 дв.","638"
"6166","637","Ford Focus I (North America) Седан","639"
"6167","637","Ford Focus I (North America) Хэтчбек 5 дв.","639"
"6168","637","Ford Focus I (North America) Хэтчбек 3 дв.","639"
"6169","637","Ford Focus I (North America) Универсал 5 дв.","639"
"6170","637","Ford Focus I Универсал 5 дв.","640"
"6171","637","Ford Focus I Седан","640"
"6172","637","Ford Focus I Хэтчбек 5 дв.","640"
"6173","637","Ford Focus I Хэтчбек 3 дв.","640"
"6176","640","Ford Fusion (North America) I","642"
"6178","642","Ford Galaxy II","644"
"6179","642","Ford Galaxy I Рестайлинг","645"
"6180","642","Ford Galaxy I","646"
"6182","644","Ford Granada I Седан","650"
"6183","644","Ford Granada I Универсал 5 дв.","650"
"6184","644","Ford Granada I Купе","650"
"6188","652","Ford Mondeo IV Хэтчбек 5 дв.","658"
"6189","652","Ford Mondeo IV Универсал 5 дв.","658"
"6190","652","Ford Mondeo IV Седан","658"
"6191","652","Ford Mondeo III Седан","659"
"6192","652","Ford Mondeo III Хэтчбек 5 дв.","659"
"6193","652","Ford Mondeo III Универсал 5 дв.","659"
"6194","652","Ford Mondeo II Хэтчбек 5 дв.","660"
"6195","652","Ford Mondeo II Седан","660"
"6196","652","Ford Mondeo II Универсал 5 дв.","660"
"6197","652","Ford Mondeo I Седан","661"
"6198","652","Ford Mondeo I Хэтчбек 5 дв.","661"
"6199","652","Ford Mondeo I Универсал 5 дв.","661"
"6200","653","Ford Mustang VI Кабриолет","662"
"6201","653","Ford Mustang V Кабриолет","663"
"6202","653","Ford Mustang V Купе","663"
"6203","653","Ford Mustang IV Кабриолет","664"
"6204","653","Ford Mustang IV Купе","664"
"6205","653","Ford Mustang III Купе","665"
"6206","653","Ford Mustang III Кабриолет","665"
"6207","653","Ford Mustang I Купе","666"
"6208","653","Ford Mustang I Кабриолет","666"
"6210","662","Ford Sport Trac I","685"
"6218","676","FSO Polonez I Рестайлинг","701"
"6219","676","FSO Polonez I","702"
"6222","679","CK (Otaka)",NULL
"6227","685","LC (Panda)",NULL
"6228","686","LC (Panda) Cross",NULL
"6229","687","MK Cross",NULL
"6230","688","Geely MK I","705"
"6232","691","Geo Prizm II","709"
"6236","697","GMC Envoy I(GMT330)","713"
"6239","701","GMC Sierra II(GMT800) Пикап Одинарная кабина","720"
"6240","701","GMC Sierra II(GMT800) Пикап Полуторная кабина","720"
"6241","701","GMC Sierra II(GMT800) Пикап Двойная кабина","720"
"6242","701","GMC Sierra I(GMT400) Пикап Одинарная кабина","721"
"6243","701","GMC Sierra I(GMT400) Пикап Полуторная кабина","721"
"6244","701","GMC Sierra I(GMT400) Пикап Двойная кабина","721"
"6250","708","GMC Yukon III (GMT900)","724"
"6251","708","GMC Yukon II (GMT800)","725"
"6252","708","GMC Yukon I (GMT400) Внедорожник 3 дв.","726"
"6253","708","GMC Yukon I (GMT400) Внедорожник 5 дв.","726"
"6256","711","Cowry (V80)",NULL
"6257","713","Florid",NULL
"6259","715","Hover M1 (Peri 4x4)",NULL
"6260","716","Hover M2",NULL
"6261","717","Hover M4",NULL
"6262","718","Pegasus",NULL
"6263","719","Peri",NULL
"6264","720","Safe",NULL
"6270","726","Brio",NULL
"6271","727","Princip",NULL
"6273","729","Sigma",NULL
"6274","730","Simbo",NULL
"6281","738","Holden Barina III (SB)","738"
"6282","739","Holden Calais II","740"
"6283","740","Holden Caprice I","742"
"6285","742","Holden Commodore II (VS) Универсал 5 дв.","744"
"6286","742","Holden Commodore II (VS) Седан","744"
"6292","748","Holden Statesmann I","746"
"6293","749","Suburban",NULL
"6294","750","Holden UTE III","748"
"6297","753","Honda Accord VIII Универсал 5 дв.","751"
"6298","753","Honda Accord VIII Седан","751"
"6299","753","Honda Accord VIII Купе","751"
"6300","753","Honda Accord VII Седан","752"
"6301","753","Honda Accord VII Купе","752"
"6302","753","Honda Accord VII Универсал 5 дв.","752"
"6303","753","Honda Accord VI Купе","753"
"6304","753","Honda Accord VI Хэтчбек 5 дв.","753"
"6305","753","Honda Accord VI Универсал 5 дв.","753"
"6306","753","Honda Accord VI Седан","753"
"6307","753","Honda Accord V Седан","754"
"6308","753","Honda Accord V Купе","754"
"6309","753","Honda Accord V Универсал 5 дв.","754"
"6310","753","Honda Accord IV Седан","755"
"6311","753","Honda Accord IV Купе","755"
"6312","753","Honda Accord IV Универсал 5 дв.","755"
"6313","753","Honda Accord III Седан","756"
"6314","753","Honda Accord III Хэтчбек 3 дв.","756"
"6315","753","Honda Accord II Седан","757"
"6316","753","Honda Accord II Хэтчбек 3 дв.","757"
"6317","753","Honda Accord I Хэтчбек 3 дв.","758"
"6318","753","Honda Accord I Седан","758"
"6322","757","Beat",NULL
"6325","760","Honda Civic Ferio II","765"
"6326","760","Honda Civic Ferio I","766"
"6327","761","Honda Civic IX Универсал 5 дв.","768"
"6328","761","Honda Civic IX Купе","768"
"6329","761","Honda Civic IX Хэтчбек 5 дв.","768"
"6330","761","Honda Civic IX Седан","768"
"6331","761","Honda Civic VIII Купе","769"
"6332","761","Honda Civic VIII Хэтчбек 5 дв.","769"
"6333","761","Honda Civic VIII Хэтчбек 3 дв.","769"
"6334","761","Honda Civic VIII Седан","769"
"6335","761","Honda Civic VII Седан","770"
"6336","761","Honda Civic VII Купе","770"
"6337","761","Honda Civic VII Хэтчбек 5 дв.","770"
"6338","761","Honda Civic VII Хэтчбек 3 дв.","770"
"6339","761","Honda Civic VI Универсал 5 дв.","771"
"6340","761","Honda Civic VI Хэтчбек 5 дв.","771"
"6341","761","Honda Civic VI Купе","771"
"6342","761","Honda Civic VI Седан","771"
"6343","761","Honda Civic VI Хэтчбек 3 дв.","771"
"6344","761","Honda Civic V Хэтчбек 5 дв.","772"
"6345","761","Honda Civic V Купе","772"
"6346","761","Honda Civic V Седан","772"
"6347","761","Honda Civic V Хэтчбек 3 дв.","772"
"6348","761","Honda Civic IV Седан","773"
"6349","761","Honda Civic IV Хэтчбек 3 дв.","773"
"6350","761","Honda Civic III Хэтчбек 3 дв.","774"
"6351","761","Honda Civic III Седан","774"
"6352","761","Honda Civic III Универсал 5 дв.","774"
"6353","761","Honda Civic II Седан","775"
"6354","761","Honda Civic II Хэтчбек 5 дв.","775"
"6355","761","Honda Civic II Универсал 5 дв.","775"
"6356","761","Honda Civic I Хэтчбек 5 дв.","776"
"6357","761","Honda Civic I Хэтчбек 3 дв.","776"
"6358","763","Honda CR-V III","779"
"6359","763","Honda CR-V II","780"
"6360","763","Honda CR-V I","781"
"6361","764","Honda CR-X II","783"
"6362","764","Honda CR-X I","784"
"6365","767","Honda Crosstour I","786"
"6366","768","Honda Domani I","788"
"6368","770","Honda Element I","790"
"6372","774","Honda Fit I","792"
"6375","778","Honda Insight I","795"
"6377","780","Honda Integra III Купе","802"
"6378","780","Honda Integra III Седан","802"
"6379","780","Honda Integra II Седан","803"
"6380","780","Honda Integra II Купе","803"
"6381","780","Honda Integra I","804"
"6383","782","Honda Jazz I","806"
"6384","783","Honda Legend III","808"
"6385","783","Honda Legend II Седан","809"
"6386","783","Honda Legend II Купе","809"
"6387","783","Honda Legend I Купе","810"
"6388","783","Honda Legend I Седан","810"
"6389","784","Honda Life IV","812"
"6390","784","Honda Life III","813"
"6394","789","Honda Odyssey (North America) III","816"
"6395","789","Honda Odyssey (North America) II","817"
"6396","789","Honda Odyssey (North America) I","818"
"6399","792","Honda Partner I","824"
"6400","793","Honda Passport I","826"
"6402","795","Honda Prelude IV","830"
"6403","795","Honda Prelude III","831"
"6404","795","Honda Prelude II","832"
"6405","795","Honda Prelude I","833"
"6411","801","Honda Saber I","835"
"6413","803","Honda Stepwgn III","837"
"6414","803","Honda Stepwgn II","838"
"6415","803","Honda Stepwgn I","839"
"6421","809","Vigor",NULL
"6429","818","Hyundai Accent III Седан","845"
"6430","818","Hyundai Accent III Хэтчбек 3 дв.","845"
"6431","818","Hyundai Accent II Седан","846"
"6432","818","Hyundai Accent II Хэтчбек 5 дв.","846"
"6433","818","Hyundai Accent II Хэтчбек 3 дв.","846"
"6434","818","Hyundai Accent I Седан","847"
"6435","818","Hyundai Accent I Хэтчбек 5 дв.","847"
"6436","818","Hyundai Accent I Хэтчбек 3 дв.","847"
"6438","820","Hyundai Avante IV","849"
"6439","820","Hyundai Avante III","850"
"6440","820","Hyundai Avante II","851"
"6442","822","Hyundai Coupe I Рестайлинг (RD2)","853"
"6443","822","Hyundai Coupe I (RD)","854"
"6445","824","Hyundai Elantra IV (HD)","856"
"6446","824","Hyundai Elantra III (XD) Седан","857"
"6447","824","Hyundai Elantra III (XD) Хэтчбек 5 дв.","857"
"6448","824","Hyundai Elantra II (J2, J3) Универсал 5 дв.","858"
"6449","824","Hyundai Elantra II (J2, J3) Седан","858"
"6450","824","Hyundai Elantra I (J1)","859"
"6452","828","Hyundai Genesis I","865"
"6455","832","Hyundai i10 I","873"
"6456","834","Hyundai i30 I Универсал 5 дв.","876"
"6457","834","Hyundai i30 I Хэтчбек 5 дв.","876"
"6468","845","Hyundai Santa Fe II","883"
"6469","845","Hyundai Santa Fe I","884"
"6473","849","Hyundai Sonata V (NF)","888"
"6474","849","Hyundai Sonata IV (EF) Рестайлинг","889"
"6475","849","Hyundai Sonata IV (EF)","890"
"6476","849","Hyundai Sonata III Рестайлинг","891"
"6477","849","Hyundai Sonata III","892"
"6478","849","Hyundai Sonata II","893"
"6479","850","Hyundai Starex (H-1) I","895"
"6488","859","Hyundai Verna II Седан","901"
"6489","859","Hyundai Verna II Хэтчбек 5 дв.","901"
"6490","860","XG",NULL
"6493","863","Infiniti G III Купе","906"
"6494","863","Infiniti G III Седан","906"
"6495","863","Infiniti G II","907"
"6496","863","Infiniti G I","908"
"6497","864","Infiniti I I","910"
"6500","867","Infiniti M III","912"
"6501","867","Infiniti M II","913"
"6502","867","Infiniti M I Кабриолет","914"
"6503","867","Infiniti M I Купе","914"
"6504","868","Infiniti Q II","916"
"6505","868","Infiniti Q I","917"
"6508","871","Infiniti QX II","919"
"6509","871","Infiniti QX I","920"
"6516","880","Paykan",NULL
"6522","886","Isuzu Amigo I","926"
"6523","887","Ascender",NULL
"6524","888","Isuzu Aska III","928"
"6525","888","Isuzu Aska II","929"
"6526","888","Isuzu Aska I","930"
"6527","889","Axiom",NULL
"6528","890","Isuzu Bighorn I Пикап Одинарная кабина","932"
"6529","890","Isuzu Bighorn I Внедорожник 3 дв.","932"
"6530","890","Isuzu Bighorn I Внедорожник 5 дв.","932"
"6531","890","Isuzu Bighorn I Внедорожник открытый","932"
"6532","891","Isuzu D-Max I Рестайлинг Пикап Одинарная кабина","934"
"6533","891","Isuzu D-Max I Рестайлинг Пикап Полуторная кабина","934"
"6534","891","Isuzu D-Max I Рестайлинг Пикап Двойная кабина","934"
"6535","891","Isuzu D-Max I Пикап Одинарная кабина","935"
"6536","891","Isuzu D-Max I Пикап Полуторная кабина","935"
"6537","891","Isuzu D-Max I Пикап Двойная кабина","935"
"6538","892","Isuzu Gemini IV","937"
"6539","892","Isuzu Gemini III Седан","938"
"6540","892","Isuzu Gemini III Купе","938"
"6541","892","Isuzu Gemini III Хэтчбек 3 дв.","938"
"6542","892","Isuzu Gemini II Седан","939"
"6543","892","Isuzu Gemini II Хэтчбек 3 дв.","939"
"6544","892","Isuzu Gemini I Седан","940"
"6545","892","Isuzu Gemini I Купе","940"
"6546","893","Isuzu Impulse I","942"
"6550","897","Isuzu Piazza I","947"
"6551","898","Isuzu Rodeo I","949"
"6555","903","Isuzu Wizard I","954"
"6563","911","JAC S1 (Rein) I","957"
"6565","913","Jaguar E-type 2+2 Series 2","959"
"6566","913","Jaguar E-type 2+2 Series 1","960"
"6573","921","Jaguar XJS Series 2 Кабриолет","977"
"6574","921","Jaguar XJS Series 2 Купе","977"
"6575","921","Jaguar XJS Series 1","978"
"6576","922","Jaguar XK I Купе","980"
"6577","922","Jaguar XK I Кабриолет","980"
"6578","923","Jeep Cherokee IV (KK)","982"
"6579","923","Jeep Cherokee III (KJ)","983"
"6580","923","Jeep Cherokee II (XJ) Внедорожник 3 дв.","984"
"6581","923","Jeep Cherokee II (XJ) Внедорожник 5 дв.","984"
"6584","926","Jeep Compass I","986"
"6585","927","Jeep Grand Cherokee IV (WK2)","988"
"6586","927","Jeep Grand Cherokee III (WK)","989"
"6587","927","Jeep Grand Cherokee II (WJ)","990"
"6588","927","Jeep Grand Cherokee I (ZJ)","991"
"6590","929","Jeep Liberty (North America) I","993"
"6598","938","Kia Carnival I Рестайлинг","1003"
"6599","938","Kia Carnival I","1004"
"6602","941","Kia Clarus I","1012"
"6611","950","Kia Picanto I","1022"
"6617","957","Sedona",NULL
"6620","960","Kia Sorento II","1032"
"6621","960","Kia Sorento I Рестайлинг","1033"
"6622","960","Kia Sorento I","1034"
"6623","961","Kia Soul I","1036"
"6625","963","Kia Sportage III","1038"
"6626","963","Kia Sportage II","1039"
"6627","963","Kia Sportage I Внедорожник открытый","1040"
"6628","963","Kia Sportage I Внедорожник 5 дв.","1040"
"6632","967","Agera",NULL
"6633","968","CC8S",NULL
"6634","969","CCR",NULL
"6635","970","CCX",NULL
"6648","985","Urraco",NULL
"6649","986","Veneno",NULL
"6652","990","Lancia Delta II (836) Хэтчбек 3 дв.","1049"
"6653","990","Lancia Delta II (836) Хэтчбек 5 дв.","1049"
"6654","990","Lancia Delta I (831)","1050"
"6655","991","Fulvia",NULL
"6657","993","Hyena",NULL
"6659","997","Musa",NULL
"6660","998","Phedra",NULL
"6662","1000","Lancia Thema I Универсал 5 дв.","1055"
"6663","1000","Lancia Thema I Седан","1055"
"6667","1004","Lancia Ypsilon II (Type 843)","1057"
"6668","1004","Lancia Ypsilon I (Type 840)","1058"
"6672","1010","Land Rover Range Rover III","1070"
"6673","1010","Land Rover Range Rover II","1071"
"6674","1010","Land Rover Range Rover I","1072"
"6675","1011","Land Rover Range Rover Sport I Рестайлинг","1074"
"6676","1011","Land Rover Range Rover Sport I","1075"
"6683","1018","X6",NULL
"6686","1021","Lexus GS III","1085"
"6687","1021","Lexus GS II","1086"
"6688","1021","Lexus GS I","1087"
"6689","1022","Lexus GX II","1089"
"6690","1022","Lexus GX I","1090"
"6691","1023","Lexus HS I","1092"
"6692","1024","Lexus IS II Кабриолет","1094"
"6693","1024","Lexus IS II Седан","1094"
"6694","1024","Lexus IS I Седан","1095"
"6695","1024","Lexus IS I Универсал 5 дв.","1095"
"6708","1038","Lincoln Continental Continental VIII","1113"
"6714","1044","MKS",NULL
"6717","1047","Lincoln MKZ I (Zephyr)","1119"
"6718","1048","Lincoln Navigator II","1121"
"6719","1048","Lincoln Navigator I","1122"
"6720","1049","Lincoln Town Car II","1124"
"6721","1049","Lincoln Town Car I Седан","1125"
"6722","1049","Lincoln Town Car I Купе","1125"
"6723","1050","340R",NULL
"6728","1055","Lotus Esprit IV","1130"
"6729","1055","Lotus Esprit III","1131"
"6730","1055","Lotus Esprit II","1132"
"6731","1055","Lotus Esprit I","1133"
"6736","1060","Lotus Exige II","1135"
"6737","1060","Lotus Exige I","1136"
"6738","1061","LTI TX I","1138"
"6739","1062","Luxgen5",NULL
"6741","1064","Luxgen7 SUV",NULL
"6742","1065","U6 Turbo",NULL
"6743","1066","U7 Turbo",NULL
"6744","1067","Armada",NULL
"6745","1068","Bolero",NULL
"6747","1070","CL",NULL
"6752","1076","Mahindra Verito I","1141"
"6753","1077","Voyager",NULL
"6754","1078","Xylo",NULL
"6755","1079","GTS",NULL
"6764","1089","800",NULL
"6765","1090","Alto",NULL
"6771","1097","Zen",NULL
"6772","1098","228",NULL
"6774","1100","420",NULL
"6779","1106","Maserati Ghibli II","1149"
"6789","1116","Royale",NULL
"6791","1119","62",NULL
"6792","1120","1000",NULL
"6794","1122","1300",NULL
"6796","1124","Mazda 3 II (BL) Седан","1163"
"6797","1124","Mazda 3 II (BL) Хэтчбек 5 дв.","1163"
"6798","1124","Mazda 3 I (BK) Седан","1164"
"6799","1124","Mazda 3 I (BK) Хэтчбек 5 дв.","1164"
"6800","1125","Mazda 323 V (BA) Седан","1166"
"6801","1125","Mazda 323 V (BA) Хэтчбек 5 дв.","1166"
"6802","1125","Mazda 323 V (BA) Хэтчбек 3 дв.","1166"
"6803","1125","Mazda 323 IV (BG) Хэтчбек 5 дв.","1167"
"6804","1125","Mazda 323 IV (BG) Седан","1167"
"6805","1125","Mazda 323 IV (BG) Хэтчбек 3 дв.","1167"
"6806","1125","Mazda 323 III (BF) Универсал 5 дв.","1168"
"6807","1125","Mazda 323 III (BF) Седан","1168"
"6808","1125","Mazda 323 III (BF) Хэтчбек 5 дв.","1168"
"6809","1125","Mazda 323 III (BF) Хэтчбек 3 дв.","1168"
"6810","1125","Mazda 323 II (BD) Седан","1169"
"6811","1125","Mazda 323 II (BD) Хэтчбек 5 дв.","1169"
"6812","1125","Mazda 323 II (BD) Хэтчбек 3 дв.","1169"
"6813","1125","Mazda 323 I (FA) Универсал 5 дв.","1170"
"6814","1125","Mazda 323 I (FA) Хэтчбек 5 дв.","1170"
"6815","1126","Mazda 5 I (CR)","1172"
"6817","1128","616",NULL
"6818","1129","Mazda 626 IV (GE) Универсал 5 дв.","1177"
"6819","1129","Mazda 626 IV (GE) Седан","1177"
"6820","1129","Mazda 626 IV (GE) Хэтчбек 5 дв.","1177"
"6821","1129","Mazda 626 III (GD) Универсал 5 дв.","1178"
"6822","1129","Mazda 626 III (GD) Седан","1178"
"6823","1129","Mazda 626 III (GD) Хэтчбек 5 дв.","1178"
"6824","1129","Mazda 626 III (GD) Купе","1178"
"6825","1129","Mazda 626 II (GC) Хэтчбек 5 дв.","1179"
"6826","1129","Mazda 626 II (GC) Седан","1179"
"6827","1129","Mazda 626 I (CB)","1180"
"6829","1131","Mazda 929 II (HB) Универсал 5 дв.","1182"
"6830","1131","Mazda 929 II (HB) Седан","1182"
"6831","1131","Mazda 929 II (HB) Купе","1182"
"6832","1131","Mazda 929 I (LA)","1183"
"6834","1133","Mazda Axela II Седан","1186"
"6835","1133","Mazda Axela II Хэтчбек 5 дв.","1186"
"6836","1133","Mazda Axela I Седан","1187"
"6837","1133","Mazda Axela I Хэтчбек 5 дв.","1187"
"6841","1137","Mazda B-series IV","1189"
"6844","1140","Mazda Bongo III","1191"
"6846","1142","Mazda Capella V","1193"
"6847","1142","Mazda Capella IV Седан","1194"
"6848","1142","Mazda Capella IV Купе","1194"
"6849","1142","Mazda Capella IV Хэтчбек 5 дв.","1194"
"6850","1142","Mazda Capella IV Универсал 5 дв.","1194"
"6855","1147","Mazda CX-9 I","1200"
"6856","1148","Mazda Demio II (DY)","1202"
"6857","1148","Mazda Demio I (DW)","1203"
"6866","1157","Lantis",NULL
"6867","1158","Laputa",NULL
"6869","1160","Millenia",NULL
"6872","1163","Mazda MX-5 III (NC)","1213"
"6873","1163","Mazda MX-5 II (NB)","1214"
"6874","1163","Mazda MX-5 I (NA)","1215"
"6878","1167","Mazda Premacy II (CR)","1217"
"6879","1167","Mazda Premacy I (CP)","1218"
"6880","1168","Mazda Proceed Levante I Внедорожник 3 дв.","1220"
"6881","1168","Mazda Proceed Levante I Внедорожник 5 дв.","1220"
"6883","1170","Mazda Protege II (BH) Седан","1222"
"6884","1170","Mazda Protege II (BH) Хэтчбек 5 дв.","1222"
"6885","1170","Mazda Protege II (BH) Универсал 5 дв.","1222"
"6887","1172","Mazda Roadster II (NB)","1224"
"6895","1180","F1",NULL
"6902","1187","Mercedes-Benz A-klasse II (W169) Хэтчбек 5 дв.","1234"
"6903","1187","Mercedes-Benz A-klasse II (W169) Хэтчбек 3 дв.","1234"
"6904","1187","Mercedes-Benz A-klasse I (W168)","1235"
"6906","1189","Mercedes-Benz C-klasse III (W204) Рестайлинг Седан","1240"
"6907","1189","Mercedes-Benz C-klasse III (W204) Рестайлинг Купе","1240"
"6908","1189","Mercedes-Benz C-klasse III (W204) Рестайлинг Универсал 5 дв.","1240"
"6909","1189","Mercedes-Benz C-klasse III (W204) Универсал 5 дв.","1241"
"6910","1189","Mercedes-Benz C-klasse III (W204) Седан","1241"
"6911","1189","Mercedes-Benz C-klasse II (W203) Купе","1242"
"6912","1189","Mercedes-Benz C-klasse II (W203) Универсал 5 дв.","1242"
"6913","1189","Mercedes-Benz C-klasse II (W203) Седан","1242"
"6914","1189","Mercedes-Benz C-klasse I (W202) Универсал 5 дв.","1243"
"6915","1189","Mercedes-Benz C-klasse I (W202) Седан","1243"
"6918","1192","CLA-klasse",NULL
"6919","1193","CLC-klasse",NULL
"6920","1194","Mercedes-Benz CLK-klasse I (W208) Кабриолет","1249"
"6921","1194","Mercedes-Benz CLK-klasse I (W208) Купе","1249"
"6924","1197","Mercedes-Benz G-klasse II (W463) Рестайлинг I Внедорожник 3 дв.","1258"
"6925","1197","Mercedes-Benz G-klasse II (W463) Рестайлинг I Внедорожник 5 дв.","1258"
"6926","1197","Mercedes-Benz G-klasse II (W463) Рестайлинг I Внедорожник открытый","1258"
"6927","1197","Mercedes-Benz G-klasse II (W463) Внедорожник 3 дв.","1259"
"6928","1197","Mercedes-Benz G-klasse II (W463) Внедорожник 5 дв.","1259"
"6929","1197","Mercedes-Benz G-klasse II (W463) Внедорожник открытый","1259"
"6930","1197","Mercedes-Benz G-klasse I (W460; W461) Внедорожник открытый","1260"
"6931","1197","Mercedes-Benz G-klasse I (W460; W461) Внедорожник 5 дв.","1260"
"6932","1197","Mercedes-Benz G-klasse I (W460; W461) Внедорожник 3 дв.","1260"
"6933","1198","Mercedes-Benz GL-klasse I (X164)","1262"
"6934","1199","GLA-klasse",NULL
"6935","1200","Mercedes-Benz GLK-klasse I (X204)","1264"
"6936","1201","Mercedes-Benz M-klasse II (W164)","1266"
"6937","1201","Mercedes-Benz M-klasse I (W163)","1267"
"6940","1204","Mercedes-Benz SL-klasse V Рестайлинг (R230 FL)","1278"
"6941","1204","Mercedes-Benz SL-klasse V (R230)","1279"
"6942","1204","Mercedes-Benz SL-klasse IV (R129)","1280"
"6943","1204","Mercedes-Benz SL-klasse III (R107) Купе","1281"
"6944","1204","Mercedes-Benz SL-klasse III (R107) Родстер","1281"
"6945","1205","Mercedes-Benz SLK-klasse II (R171)","1283"
"6946","1205","Mercedes-Benz SLK-klasse I (R170)","1284"
"6949","1210","Mercedes-Benz Viano I (W639)","1290"
"6953","1216","Mercury Cougar VII","1295"
"6954","1216","Mercury Cougar VI","1296"
"6955","1216","Mercury Cougar V Универсал 5 дв.","1297"
"6956","1216","Mercury Cougar V Седан","1297"
"6957","1216","Mercury Cougar V Купе","1297"
"6958","1216","Mercury Cougar IV Седан","1298"
"6959","1216","Mercury Cougar IV Купе","1298"
"6960","1216","Mercury Cougar IV Универсал 5 дв.","1298"
"6963","1219","Mercury Mariner I","1305"
"6967","1224","Mercury Mountaineer II","1308"
"6968","1224","Mercury Mountaineer I","1309"
"6970","1226","Mercury Sable IV Седан","1311"
"6971","1226","Mercury Sable IV Универсал 5 дв.","1311"
"6972","1226","Mercury Sable III Седан","1312"
"6973","1226","Mercury Sable III Универсал 5 дв.","1312"
"6974","1226","Mercury Sable II Седан","1313"
"6975","1226","Mercury Sable II Универсал 5 дв.","1313"
"6976","1226","Mercury Sable I Седан","1314"
"6977","1226","Mercury Sable I Универсал 5 дв.","1314"
"6978","1227","Mercury Topaz I Седан","1316"
"6979","1227","Mercury Topaz I Купе","1316"
"6981","1229","Mercury Villager I","1319"
"6996","1245","Xpower SV",NULL
"6998","1249","F8C",NULL
"6999","1250","M.Go",NULL
"7004","1255","Mini Cabrio I","1326"
"7005","1256","Clubman",NULL
"7007","1258","Countryman",NULL
"7010","1261","Paceman",NULL
"7011","1262","Roadster",NULL
"7012","1264","Airtrek",NULL
"7015","1268","Celeste",NULL
"7017","1270","Mitsubishi Chariot II","1335"
"7018","1271","Mitsubishi Colt VI","1337"
"7019","1271","Mitsubishi Colt V","1338"
"7020","1271","Mitsubishi Colt IV","1339"
"7021","1271","Mitsubishi Colt III","1340"
"7022","1271","Mitsubishi Colt II Хэтчбек 5 дв.","1341"
"7023","1271","Mitsubishi Colt II Хэтчбек 3 дв.","1341"
"7027","1275","Mitsubishi Diamante I","1346"
"7029","1277","Dion",NULL
"7031","1279","eK",NULL
"7034","1282","Mitsubishi Eterna VI Хэтчбек 5 дв.","1352"
"7035","1282","Mitsubishi Eterna VI Седан-хардтоп","1352"
"7045","1292","Mitsubishi Lancer Evolution IX","1363"
"7046","1292","Mitsubishi Lancer Evolution VIII","1364"
"7047","1292","Mitsubishi Lancer Evolution VII","1365"
"7048","1292","Mitsubishi Lancer Evolution V","1366"
"7049","1292","Mitsubishi Lancer Evolution VI","1367"
"7050","1292","Mitsubishi Lancer Evolution IV","1368"
"7051","1292","Mitsubishi Lancer Evolution III","1369"
"7052","1292","Mitsubishi Lancer Evolution II","1370"
"7053","1292","Mitsubishi Lancer Evolution I","1371"
"7054","1293","Mitsubishi Lancer X (9е-поколение) Хэтчбек 5 дв.","1373"
"7055","1293","Mitsubishi Lancer X (9е-поколение) Седан","1373"
"7056","1293","Mitsubishi Lancer IX (8е-поколение) Седан","1374"
"7057","1293","Mitsubishi Lancer IX (8е-поколение) Универсал 5 дв.","1374"
"7058","1293","Mitsubishi Lancer VII","1375"
"7059","1293","Mitsubishi Lancer VI Универсал 5 дв.","1376"
"7060","1293","Mitsubishi Lancer VI Седан","1376"
"7061","1293","Mitsubishi Lancer V Седан","1377"
"7062","1293","Mitsubishi Lancer V Хэтчбек 5 дв.","1377"
"7063","1293","Mitsubishi Lancer IV Универсал 5 дв.","1378"
"7064","1293","Mitsubishi Lancer IV Седан","1378"
"7065","1293","Mitsubishi Lancer III","1379"
"7066","1293","Mitsubishi Lancer II","1380"
"7067","1293","Mitsubishi Lancer I Лифтбек","1381"
"7068","1293","Mitsubishi Lancer I Купе","1381"
"7069","1293","Mitsubishi Lancer I Седан","1381"
"7073","1297","Mitsubishi Mirage IV Седан","1386"
"7074","1297","Mitsubishi Mirage IV Купе","1386"
"7075","1297","Mitsubishi Mirage IV Хэтчбек 3 дв.","1386"
"7076","1297","Mitsubishi Mirage III Седан","1387"
"7077","1297","Mitsubishi Mirage III Лифтбек","1387"
"7078","1298","Mitsubishi Montero III Внедорожник 3 дв.","1389"
"7079","1298","Mitsubishi Montero III Внедорожник 5 дв.","1389"
"7080","1298","Mitsubishi Montero II Внедорожник 3 дв.","1390"
"7081","1298","Mitsubishi Montero II Внедорожник 5 дв.","1390"
"7082","1298","Mitsubishi Montero I Внедорожник 3 дв.","1391"
"7083","1298","Mitsubishi Montero I Внедорожник 5 дв.","1391"
"7084","1299","Montero Sport",NULL
"7086","1301","Mitsubishi Pajero III Внедорожник 3 дв.","1397"
"7087","1301","Mitsubishi Pajero III Внедорожник 5 дв.","1397"
"7088","1301","Mitsubishi Pajero II Внедорожник 5 дв.","1398"
